movie_id,tmdb_id,poster,tagline,overview
27178,3716,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/end3RqqYb5zAegPg6ZsWqx8jE1A.jpg,A Summer Night's Dream,Can Daniel follow the sun from Hamburg to the Bosporus by Friday to meet his love?
27186,21348,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/9RNrozaagFmpm6m0CP7q4XDcIXj.jpg,,"Drawn from elements of West African folk tales, it depicts how a newborn boy, Kirikou, saves his village from the evil witch Karaba."
27193,2332,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/z0js1eYtKxfw4RBxiTukO7q66Rf.jpg,France's answer to the Italian job,A cabdriver and a cop race to Paris to rescue a love interest and the Japanese minister of defense from kidnappers.
27246,28031,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/1bwmJfLJVoxmj96qKVuE9oSmEUS.jpg,Women love women.,"The stories of three lesbian couples -- who live in the same house at different periods of time -- who are at a crossroads in their lives. In 1961, Edith loses her lover, Abby, to a stroke. Linda and Amy struggle with feminist issues in 1972. And, in 2000, Kal and Fran try to have a baby with the help of sperm donor."
27251,110147,,,
27255,43423,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/zGFailx3ZZmPLYvJ4VdodJ53zlq.jpg,,Irreverent city engineer Behzad comes to a rural Kurdish village in Iran to keep vigil for a dying relative. In the meanwhile the film follows his efforts to fit in with the local community and how he changes his own attitudes as a result.
27266,844,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/jIN65qw0Giplo4CshzMrxz204Wn.jpg,Are you still in the mood for love?,Women enter and exit a science fiction author's life over the course of a few years after the author loses the woman he considers his one true love.
27306,53048,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/Au1zPqCyxFfd55o4Pz1aFOYhYsX.jpg,I would prefer not to.,"An adaptation of Herman Melville's short story ""Bartleby, the Scrivener"" told in the setting of a modern office."
27311,16234,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/rsqoX8tA6vD8kvJSQwLN8Df55nk.jpg,The joke's on you.,"The Joker is back with a vengeance, and Gotham's newest Dark Knight, Terry McGinnis, needs answers as he stands alone to face Gotham's most infamous Clown Prince of Crime."
27317,11075,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/zwGaUMm0wAqi0wkO7LJDlwoA5LP.jpg,She always gets a part.,"Seven years after the death of his wife, widower Shigeharu seeks advice on how to find a new wife from a colleague. Taking advantage of their position as a film company, they stage an audition. Interviewing a series of women, Shigeharu is enchanted by the quiet Asami. But soon things take a twisted turn as Asami isn’t what she seems to be."
27320,16171,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/gTzWCN5g1eSS7pLH6lgVzLdr25J.jpg,The world will end in half an hour...,"The last day of creation. A stranger arrives in London. No one knows who he is or where he has come from. By the time he leaves, the entire universe will have been erased."
27328,36246,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/vypYbxbngrqwDPbRZYygqAJ2fNa.jpg,,"A simple funeral turns a man's world Topsy turvy. He wakes up in a posh hotel room, totally clueless about how he got there. Slowly, he recalls what happened a day before."
27329,17208,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/18ixOKgqZGmfALD5080MdZN4dxi.jpg,,"Revisiting the 1994 Arkansas murder of three 8-year-old boys and the three teenagers convicted of the crime. A follow up to Paradise Lost, Revelations features new interviews with the convicted men, as well as with the original judge and police investigators."
27368,2899,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/sDrF8Z2GaRQjYzDuusEABohmMir.jpg,The funniest film in ancient history!,"The Egyptian Queen Cleopatra bets against the Roman Emperor, Julius Caesar, that her people are still great, even if the times of the Pharaohs has long passed. She vows (against all logic) to build a new palace for Caesar within three months. Since all her architects are either busy otherwise or too conservative in style, this ambivalent honor falls to Edifis. He is to build the palace and be covered in gold or, if not, his fate is to be eaten by crocodiles. Edifis calls upon an old friend to help him out: The fabulous Druid Getafix from Gaul, who brews a fantastic potion that gives supernatural strength. In order to help and protect the old Druid, Asterix and Obelix accompany him on his journey to Egypt. When Julius Caesar gets wind of the project succeeding, he has the building site attacked by his troops in order to win the bet and not lose face. But just like the local pirates, he hasn't counted on Asterix and Obelix."
27369,44756,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/KCRALQVraaSSfK9STb7lrnbwmS.jpg,,"Daria is a 16-year-old girl who is a little too smart and funny to fit in with the crowd. It’s summertime and the livin' is hard. Daria finds herself forced into volunteering at the OK To Cry Corral, a summer camp for the overly sensitive and those who'd like to be."
27370,18088,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/mrcAVQ4Muexakqly5xYjS3zgT8t.jpg,Let's Not Go To Work,"Four friends Sean, Vincent, Lenny and Jody find themselves at something of a deadend. Trapped in a twilight world of permanent night shift work, they hang out together in the local cafe, drinking coffee and entertaining themselves by observing Vincent's unwavering success in pulling women. There seems to be little prospect of change...until Vincent accidently sleeps with Sean's girlfriend."
27373,20536,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/hAbxkPCC8pWYZy4kcftS3H3oku7.jpg,Why did America have room in its heart for only one hero?,"In 1961, Roger Maris and Mickey Mantle played for the New York Yankees. One, Mantle, was universally loved, while the other, Maris, was universally hated. Both men started off with a bang, and both were nearing Babe Ruth's 60 home run record. Which man would reach it?"
27397,2440,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/etoPOj0bXzfw0LBNslCxqO7MHuv.jpg,Eight shots! The truth is there.,"Two North Korean soldiers are killed in the border area between North and South Korea, prompting an investigation by a neutral body. The sergeant is the shooter, but the lead investigator, a Swiss-Korean woman, receives differing accounts from the two sides."
27408,10955,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/1SoBJ38aCfvePgMAneeZYvmz9wB.jpg,Older. Wiser. More Talented.,"Tom Ripley - cool, urbane, wealthy, and murderous - lives in a villa in the Veneto with Luisa, his harpsichord-playing girlfriend. A former business associate from Berlin's underworld pays a call asking Ripley's help in killing a rival. Ripley - ever a student of human nature - initiates a game to turn a mild and innocent local picture framer into a hit man. The artisan, Jonathan Trevanny, who's dying of cancer, has a wife, young son, and little to leave them. If Ripley draws Jonathan into the game, can Ripley maintain control? Does it stop at one killing? What if Ripley develops a conscience?"
27416,10978,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/nwx3W0NAv7OOgODBoYHh62yaKDs.jpg,"Love, Friendships... and Penispumps?!","Roro, a foreign worker in Swedish parks, loves his girlfriend but is about to marry another girl to prevent her from being sent back to Lebanon. Meanwhile, Roro's best friend, Måns, has serious problems getting an erection."
27420,81540,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/pAxfWjABD50XbWZfnOBAQknWFpg.jpg,One part woman. One part science.,"Anxious to use artificial life to improve the world, Rosetta Stone, a bio-geneticist creates a Recipe for Cyborgs and uses her own DNA in order to breed three Self Replicating Automatons, part human, part computer named Ruby, Olive and Marine."
27426,11847,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/fPW4Qn9wm82uOexHMB3TC8x6lRU.jpg,"Ordinary Guy, Extraordinary Spy.",A fun-filled story about an ordinary guy about to kick into an action-packed adventure. Jackie Chan plays a bored and unsuccessful salesman who never thought his life would amount to anything. All that changes one day when he becomes an instant hero by foiling an attempted bank robbery.
27434,11056,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/exr5xYRHbj200Y3SxMDGfcT6zla.jpg,A house. A past. A secret. Will you dare enter?,"A teenage girl moves into a remote country home with her family, only to discover that the gloomy old house has a horrifying past that threatens to destroy them."
27441,919,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/2yysSRyqa4ubIDpQcQpG8SuYcl6.jpg,,"In Japan, the vampire-hunter Saya, who is a powerful original, is sent by her liaison with the government, David, posed as a teenage student to the Yokota High School on the eve of Halloween to hunt down vampires. Saya asks David to give a new katana to her. Soon she saves the school nurse Makiho Amano from two vampires disguised of classmates and Makiho witnesses her fight against the powerful demon."
27450,10046,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/uvPe00dN92AAj9foq0a1Xt6XVx7.jpg,The devil you know.,"U.S Marshal Mike Donovan has dark memories of the death of his first love. He keeps peace between the Americans and the natives who had temporarily adopted and taken care of him. The evil actions of a white sorcerer lead him to confront the villain in the Sacred Mountains, and, through shamanic rituals conquer his fears and uncover a suppressed memory he would much rather deny."
27473,10726,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/x4bYbE78GONxAWqke5rmhpKfR7e.jpg,Angrier. Deadlier. Sexier.,"Rachel is a criminology student hoping to land a position as a teacher's assistant for professor Robert Starkman. She's sure this position will pave the way to an FBI career, and she's willing to do anything to obtain it -- including killing her classmates. The school psychiatrist, Dr. Daniels, becomes aware that Rachel is insane, but Rachel is skilled at her dangerous game of death and identity theft."
27478,9298,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/pjKvQrVpekshVM6DUDOt3ImhAVH.jpg,Me iz introducin a white paper.,"Ali G unwittingly becomes a pawn in the evil Chancellor's plot to overthrow the Prime Minister of Great Britain. However, instead of bringing the Prime Minister down, Ali is embraced by the nation as the voice of youth and 'realness', making the Prime Minister and his government more popular than ever."
27480,13899,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/hEi5PhfgInQPL9Z0r3jijuYN8Im.jpg,,Two contract killers cross paths in the middle of the same job and realize they are childhood friends. Together they take a break from killing and visit the small island they once called home. After reflecting on their past lives they decided to team up and use their talents in killing for good... much to the upset of the crime syndicates.
27482,437,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/bEqqwtwUP7lm56VyeVONhv9JtYu.jpg,There is more to fear than you can see.,"Eight strangers awaken with no memory, in a puzzling cube-shaped room where the laws of physics do not always apply."
27491,27324,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/c3zEimDraIyMSasPMGDaNOrhnzn.jpg,Do you want to meet a ghost?,"In the immense city of Tokyo, the darkness of the afterlife lurks some of its inhabitants who are desperately trying to escape the sadness and isolation of the modern world."
27513,9025,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/tAuco7XO8muGT90i7lFsrIe6GW5.jpg,,Vignettes of the lives of several residents of a Vienna suburb during a heat wave.
27523,11178,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/nVVxhtBj4lrq7ieiuXgp07vDv46.jpg,My date with her started.,"A dweeby, mild-mannered man comes to the aid of a drunk young woman on a subway platform. Little does he know how much trouble he’s in for."
27537,10981,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/vefWBq6xpeMYtF7ROgGfXLdp5Qu.jpg,What if you wished everyone - and everything - would just go away!,"The film tells the story of two good friends who live together, Andrew, an agoraphobic travel agent who works from his home, and Dave, a loser who works in an office where he is treated with contempt. Just when it seems things can't get any worse for the two, the entire world outside of their house disappears and is replaced with an endless white void."
27539,10918,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/zAXWOj1qznqWWVcXpZ0JZOgvSp2.jpg,Sometimes finding true love can be the death of you.,A politician's wife and the mortician who has secretly loved her for years plan to fake her death so they can run away together.
27549,36222,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/jY7T4SFho5lVl5a5C9r2BFJJVs8.jpg,,"Set in a post apocalyptic Yokohama where the population is kept under rigid control by a homosexual megalomaniac mayor. The citizens are administered drugs to suppress heterosexual urges. Officer Takeshi Honda is a hard boiled cop enforcing the mayor's agenda, and Ryō is a mellowed out drifter that hooks up with a gang of rebels. When the gang kidnap Takeshi's son, it begins a series of events leading to an inevitable showdown."
27555,13984,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/ceBaeBIQIXJ1ge51H3cuifOrmlS.jpg,Just Give'r,"Terry and Dean are lifelong friends who have grown-up together: shotgunning their first beers, forming their first garage band, and growing the great Canadian mullet known as ""hockey hair"". Now the lives of these Alberta everymen are brought to the big screen by documentarian Ferral Mitchener in an exploration of the depths of friendship, the fragility of life, growing up gracefully and the art and science of drinking beer like a man."
27563,16184,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/8iIei17w5DVEz4P9OjxIM10f7Jh.jpg,Love. Music. Horror. Volcanos. Cinema was never meant to be like this!,"The Katakuri family has just opened their guest house in the mountains. Unfortunately their first guest commits suicide and in order to avoid trouble they decide to bury him in the backyard. Things get way more complicated when their second guest, a famous sumo wrestler, dies while having sex with his underage girlfriend and the grave behind the house starts to fill up more and more."
27584,11427,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/3TEqyuJfT4IcZbDE9Xc4KRxi8au.jpg,Read the signs.,"Christmas Eve. On his way to his in-laws with his family, Frank Harrington decides to try a shortcut, for the first time in 20 years. It turns out to be the biggest mistake of his life."
27592,4689,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/uj42ubGbgVL65T10SvPVr0p9mJc.jpg,Revenge Was Never This Sweet,"A deaf man and his girlfriend resort to desperate measures in order to fund a kidney transplant for his sister. Things go horribly wrong, and the situation spirals rapidly into a cycle of violence and revenge."
27595,16209,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/iYAiPgkzaCAlMwQ7hyAr0h3D2uF.jpg,,"For reasons unknown to anyone in the Catholic Church, there have been a rash of attacks on lesbians by vampires, and to make matters worse, they're now immune to sunlight (the vampires, not the lesbians, although it probably won't kill them either). There can be only one solution - to get Jesus from his hiding place, and take on the vampires, including the lesbians they've turned into more vampires. Along the way, he'll have to enlist the help of Mexican wrestler El Santos, ""Apostle to the Apostles"" Mary Magnum, and... learn to do a snazzy musical number?"
27604,12720,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/pnmP8OdxzzoYskyx7GbO0EGL6Dk.jpg,"Well then, goodbye everybody.","When 54 high school girls throw themselves in front of a subway train it appears to be only the beginning of a string of suicides around the country. Does the new all-girl group Desert have anything to do with it? Detective Kuroda tries to find the answer, which isn't as simple as he had hoped."
27611,206216,,,
27618,10077,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/xJ1BVHMOywEF55nCZC6g57CIJho.jpg,Some Rules Should Never Be Broken.,"When a hunter sent back to the prehistoric era runs off the path he must not leave, he causes a chain reaction that alters history in disastrous ways."
27619,11430,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/sVJME5R1NmTXtbdnAxYPx7Xa7kr.jpg,You Don't Know The ½ Of It!,Timon the meerkat and Pumbaa the warthog are best pals and the unsung heroes of the African savanna. This prequel to the smash Disney animated adventure takes you back -- way back -- before Simba's adventure began. You'll find out all about Timon and Pumbaa and tag along as they search for the perfect home and attempt to raise a rambunctious lion cub.
27627,26955,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/aaajiBpeBVbVwovpSQKaMfKRGKw.jpg,Love knows.,A young man released from prison visits the widow of the man he killed drunk-driving and becomes infatuated with his cerebral palsy-stricken daughter.
27644,38970,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/3GcAGqAtaSfD8V2ULGV1v6CROPj.jpg,Some loves are never forgotten,"A middle-class Italian family is tore apart when the father meets an old flame, the mother—a frustrated onetime actress—auditions for a play, their insecure son tries to make friends through drugs, and their underaged daughter—who has already figured out how to use sex to her advantage—does what she does best to appear on TV."
27660,55931,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/eDjIG2hAeMU5cxLrd6oiQqdqoZt.jpg,Free your mind.,"Straight from the creators of the groundbreaking Matrix trilogy, this collection of short animated films from the world's leading anime directors fuses computer graphics and Japanese anime to provide the background of the Matrix universe and the conflict between man and machines. The shorts include Final Flight of the Osiris, The Second Renaissance, Kid's Story, Program, World Record, Beyond, A Detective Story and Matriculated."
27664,12703,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/bGzU4TgdqmMjIfPIgf2MjDW6H7c.jpg,,"Bud Clay races motorcycles in the 250cc Formula II class of road racing. After a race in New Hampshire, he has five days to get to his next race in California. During his road trip, he is haunted by memories of the last time he saw Daisy, his true love."
27667,32250,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/8jNIhGdA7jEwm4pMcoSNiTnS9W8.jpg,,"In a jealous rage, a man kills his wife and son in their home, and everyone who visits falls prey to a terrible curse."
27674,9282,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/pR2hj9MvnLeax2efwrEvRkHadgp.jpg,Fate can change in seconds.,Tells the seemingly random yet vitally connected story of a set of incidents that all converge one evening at 11:14pm. The story follows the chain of events of five different characters and five different storylines that all converge to tell the story of murder and deceit.
27683,10891,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/yhh1zMGoy6nYSXMgrsYoNRbclJn.jpg,A Revolution Has Begun...,"This prequel of the bone-chilling Tremors begins in the town of Rejection, Nev., in 1889, where 17 men die under mysterious circumstances. Spooked by recent events, the miners who populate the town leave in droves until there's nothing left but a shell of a community. It's up to the remaining residents to get to the bottom of the deaths -- but they must do so before they, too, are eradicated off the face of the planet."
27685,12540,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/slevjvJcGRvFZ3vwfbDdRfdLHG1.jpg,May the best moves win again.,"When new students can't get onto their college cheerleading team, they form their own squad and prepare for a cheer off."
27689,60672,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/hvQZKLVzW3cYfR5bjgGTGZuCuHs.jpg,An unholy crime... An unstoppable killer... Caught in a deadly tide.,"No one is safe when seemingly random killings emerge as a deadly pattern intended to usher in the end of the world.  A murder victim with the same DNA as Christ. A serial killer mimicking the deaths of the 12 Apostles. Inspector Niemans and a young, rebellious detective team up with a beautiful expert in religion to crack the case before their elusive suspect completes the cycle of terror, paving the way to an even bigger bloody catastrophe."
27692,24241,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/aPXm56o3tEQdk0QTR6sZzmyw4f5.jpg,,"In 1914, the Mexican revolutionary Pancho Villa invites studios to shoot his actual battles against Porfírio Diaz army to raise funds for financing guns and ammunition. The Mutual Film Corporation, through producer D.W. Griffith, interests for the proposition and sends the filmmaker Frank Thayer to negotiate a contract with Pancho Villa himself."
27695,11556,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/Y5O3hU5DpH4Kz1wcPDumGjTkxb.jpg,"A comedy with cigars, heartbreak and 20 diamonds.",A hacker who is spying on a pretty neighbour messes up his assignment to break into Swiss bank accounts for Russian mobsters.
27704,3177,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/sKoVS6wVmIY0fCDcJYZZ1y3yOK3.jpg,This time it's war.,"It's three years after the events of the original Battle Royale, and Shuya Nanahara is now an internationally-known terrorist determined to bring down the government. His terrorist group, Wild Seven, stages an attack that levels several buildings in Tokyo on Christmas Day, killing 8000 people. In order for the government to study the benefits of ""teamwork"", the new students work in pairs, with their collars electronically linked so that if one of them is killed, the other dies as well. They must kill Nanahara in three days - or die."
27705,19277,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/vE2fYcP07fbIHoouATNErRQuNrw.jpg,Rage unleashed.,A man must survive a prison where hardened criminals battle to the death for the warden's entertainment.
27706,11774,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/r7S57FpBsCljWc9fBUo2Iy5XGew.jpg,Mishaps. Misadventures. Mayhem. Oh Joy.,"Three wealthy children's parents are killed in a fire. When they are sent to a distant relative, they find out that he is plotting to kill them and seize their fortune."
27708,19341,,,
27716,4972,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/w9hCJ0JKftF8nX9Z2gNbVOtCFh1.jpg,There is something mythological about killing an animal and then mocking it by sticking it into its own intestine,"A black comedy featuring two butchers, Svend ""Sweat"" and Bjarne, who start their own shop to get away from their arrogant boss. Cannibalism is soon introduced to the plot, and further complications arise due to the reappearance of Bjarne's intellectually disabled twin brother Eigil."
27721,2841,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/t73m7lX0eFYDjlB1Gcb7r3S5Yt.jpg,Never let go.,"Young Frenchwoman Mathilde searches for the truth about her missing fiancé, lost during World War I, and learns many unexpected things along the way. The love of her life is gone. But she refuses to believe he's gone forever — and she needs to know for sure."
27722,11606,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/pN6e9bMNfFNsIJZqb924KKu8lq4.jpg,Why bother with suicide?,An obsessive-compulsive Japanese librarian living in Bangkok spends most of his days contemplating suicide in his apartment. His life changes when he witnesses the death of a young girl and becomes acquainted with her elder sister.
27728,12140,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/1ZJRbLDVr90KLtKdmTT4WZhT26E.jpg,"When machines learn to feel, who decides what is human...","Cyborg detective Batou is assigned to investigate a series of murders committed by gynoids—doll-like cyborgs, which all malfunctioned, killed, then self-destructed afterwards. The brains of the gynoids initialize in order to protect their manufacturer's software, but in one gynoid, which Batou himself neutralized, one file remains: a voice speaking the phrase ""Help me."""
27731,15370,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/pqyY7IEWkCWNZ7EuRStQaJITEta.jpg,"It's not so bad being a cat, now is it?","Young Haru rescues a cat from being run over, but soon learns it's no ordinary feline; it happens to be the Prince of the Cats."
27741,12496,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/bB2M8UF8wc9flfGWkcgkTTf8Mzr.jpg,,"Seibei Iguchi leads a difficult life as a low ranking samurai at the turn of the nineteenth century. A widower with a meager income, Seibei struggles to take care of his two daughters and senile mother. New prospects seem to open up when the beautiful Tomoe, a childhood friend, comes back into he and his daughters' life, but as the Japanese feudal system unravels, Seibei is still bound by the code of honor of the samurai and by his own sense of social precedence. How can he find a way to do what is best for those he loves?"
27744,29987,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/1yeh5uQ6KgvxnInUYE0SYSUWd22.jpg,Desire knows no bounds.,"Overburdened and stuck in a greying marriage, Giovanna takes to caring for a Jewish Holocaust survivor her husband brings home. As she begins to reflect on her life, she turns to the man who lives across from her."
27746,10361,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/nTtyzQ1qFDJXLWvXX4wvOu0nYun.jpg,It only dies if you do.,Brigitte has escaped the confines of Bailey Downs but she's not alone. Another werewolf is tailing her closely and her sister's specter haunts her. An overdose of Monkshood - the poison that is keeping her transformation at bay - leads to her being incarcerated in a rehabilitation clinic for drug addicts where her only friend is an eccentric young girl by the name of Ghost.
27751,36763,,,
27762,25757,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/v0uYgoh74LYr6QMz23vurLD7bMP.jpg,,"Hugh Hefner, Stan Lee, Mark Hamill and Kevin Smith journey into the world of comic book fandom! Documentary filmmaker Donald Swan heads to the world's largest comic book convention where he encounters a culture of craziness that he's totally unprepared for."
27768,21200,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/yutL7HnWZoeXZAACXq0Hl5Ic0C7.jpg,,"Because she picked the wrong door, Anna ends up confessing her marriage problems to a financial adviser named William Faber. Touched by her distress, somewhat excited as well, Faber does not have the courage to tell her that he is not a psychiatrist. From appointment to appointment, a strange ritual is created between them. William is moved and fascinated to hear the secrets no man ever heard."
27769,40876,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/x5A0RdsKe8qnX9ntPXL4dsPGvMl.jpg,Old habits die hard.,"A woman stuck in a stale marriage struggles to raise her children and manage her secret drug habit. But when winter comes to her small town, her balancing act begins to come crashing down."
27772,11838,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/oulszWeFpIBbbLZbkJNQiYRlcQs.jpg,When a grudge from the dead passes to the living - Who is safe?,"Volunteer home-care worker Rika is assigned to visit a family, she is cursed and chased by two revengeful fiends: Kayako, a woman brutally murdered by her husband and her son Toshio. Each person that lives in or visits the haunted house is murdered or disappears."
27773,670,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/pWDtjs568ZfOTMbURQBYuT4Qxka.jpg,"Laugh, and the world laughs with you. Weep, and you weep alone.","With no clue how he came to be imprisoned, drugged and tortured for 15 years, a desperate businessman seeks revenge on his captors."
27776,25500,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/68FX0iIQVqtRotg4RqxTYTEZNN4.jpg,,A cross-country trip turns out to be a nightmare for a troubled couple.
27778,12583,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/tQ17krYhctcHnnslqq90zzGkhg7.jpg,Evil Rises.,"Set in 19th Century Canada, Brigette and her sister Ginger take refuge in a Traders' Fort which later becomes under siege by some savage werewolves. And an enigmatic Indian hunter decides to help the girls, but one of the girls has been bitten by a werewolf. Brigitte and Ginger may have no one to turn to but themselves."
27784,9694,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/8ujSEEePCVMyi7Mt1RQMXd6SWmy.jpg,Death cannot be put on hold...,"People mysteriously start receiving voicemail messages from their future selves, in the form of the sound of them reacting to their own violent deaths, along with the exact date and time of their future death, listed on the message log. The plot thickens as the surviving characters pursue the answers to this mystery which could save their lives."
27788,9667,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/mdUKskPTFYxPgbEUfoQryM79wz8.jpg,Terror has a new name.,"A military veteran goes on a journey into the future, where he can foresee his death and is left with questions that could save his life and those he loves."
27790,13373,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/xKbnBopSedOmsKU94OD2vsrtcnf.jpg,Can anyone be truly good?,"Two boys, still grieving the death of their mother, find themselves the unwitting benefactors of a bag of bank robbery loot in the week before the United Kingdom switches its official currency to the Euro. What's a kid to do?"
27793,10304,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/9iqrqOjLaFcGNnSQlJxYLfgrhqn.jpg,They're Coming Back to Wipe Us Out!,"In the sequel to Paul Verhoeven's loved/reviled sci-fi film, a group of troopers taking refuge in an abandoned outpost after fighting alien bugs, failing to realize that more danger lays in wait."
27801,9316,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/oagqAwp48dMPoCT94yDJUDOCVPi.jpg,No computer graphics. No stunt doubles. No wires.,"When the head of a statue sacred to a village is stolen, a young martial artist goes to the big city and finds himself taking on the underworld to retrieve it."
27802,11647,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/q9MCjc4CMXju59slJEzYEtr7F3W.jpg,The Birth of a Legend.,"In this prequel to the original, a bloody power struggle among the Triads coincides with the 1997 handover of Hong Kong, setting up the events of the first film."
27803,1913,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/mQW1JJKCUg02cmWBzr9JFu9vM1V.jpg,Sensitive Drama About a Polemic Theme,"The Sea Inside is about Spaniard Ramón Sampedro, who fought a 30-year campaign to win the right to end his life with dignity. It is the story of Ramón’s relationships with two women: Julia a lawyer who supports his cause, and Rosa, a local woman who wants to convince him that life is worth living."
27808,2539,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/t7mBGNmaUFU9nGebA8P6hLaj7jO.jpg,Every family has a hero.,"Mexican immigrant and single mother Flor Moreno finds housekeeping work with Deborah and John Clasky, a well-off couple with two children of their own. When Flor admits she can't handle the schedule because of her daughter, Cristina, Deborah decides they should move into the Clasky home. Cultures clash and tensions run high as Flor and the Claskys struggle to share space while raising their children on their own, and very different, terms."
27815,5528,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/zsWq5fa4Db7im4a3QnkoOns6782.jpg,,"Set in 1940s France, a new teacher at a school for disruptive boys gives hope and inspiration."
27816,10105,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/A4LgmMTiRpkEzC6pxRcxE28IDov.jpg,Trapped behind enemy lines. All they have is their hope.,Five American soldiers fighting in Europe during World War II struggle to return to Allied territory after being separated from U.S. forces during the historic Malmedy Massacre.
27820,1114,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/c3SAAO5hNJqLWLlJr9TZ6CQ8eGI.jpg,,"When a Mongolian nomadic family's newest camel colt is rejected by its mother, a musician is needed for a ritual to change her mind."
27821,179,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/wTidq3J9fh8sEOAlD8WZFHVLSuB.jpg,The truth needs no translation.,"After Silvia Broome, an interpreter at United Nations headquarters, overhears plans of an assassination, an American Secret Service agent is sent to investigate."
